flipkart_order_id,customer_id,product_id,order_timestamp,qty,price_per_unit,discount_percent,delivery_charges,payment_type,order_status
FLK6971646541464891,CUST_01479,PROD_564,25/04/2025 13:29,4,92.15,20,40.0,Prepaid,Delivered
FLK2573064150943497,CUST_02392,PROD_185,25/02/2026 07:30,3,77.25,0,0.0,COD,Cancelled
FLK1485967516604612,CUST_07960,PROD_425,25/03/2026 09:24,4,152.39,0,40.0,COD,Cancelled
FLK1088825692686201,CUST_05733,PROD_351,06/03/2026 16:37,4,43.54,15,0.0,COD,Delivered
FLK6194739418098398,CUST_00014,PROD_206,24/05/2026 15:09,3,72.45,0,50.0,Prepaid,Delivered
FLK9928259021177614,CUST_01749,PROD_443,09/04/2026 17:10,3,67.56,0,0.0,COD,Delivered
FLK5093173455514551,CUST_08972,PROD_013,16/02/2025 16:12,2,129.63,20,0.0,Prepaid,Cancelled
FLK3123845913194882,CUST_09825,PROD_891,29/12/2025 16:23,4,220.1,20,0.0,COD,Delivered
FLK9341446894396593,CUST_08869,PROD_618,08/06/2025 11:03,4,17.29,20,40.0,Prepaid,Delivered
FLK7869120189190487,CUST_01448,PROD_247,05/05/2026 20:21,3,40.73,10,0.0,Prepaid,Returned
FLK4381670813677351,CUST_05151,PROD_577,04/10/2025 21:48,1,229.82,20,40.0,COD,Delivered
FLK5869850322088520,CUST_01823,PROD_392,31/03/2025 17:31,4,239.25,0,50.0,COD,Cancelled
FLK1547744627022949,CUST_01874,PROD_602,07/02/2026 03:43,2,253.76,0,0.0,Prepaid,Cancelled
FLK9926883060504846,CUST_02597,PROD_517,12/06/2025 15:21,4,57.86,10,40.0,Prepaid,Delivered
FLK7323513082094597,CUST_06089,PROD_369,29/07/2025 15:21,2,9.86,0,40.0,Prepaid,Delivered
FLK8072259240542688,CUST_03806,PROD_510,10/02/2025 12:04,1,65.47,10,40.0,COD,Delivered
FLK5313041989188015,CUST_04135,PROD_898,30/03/2025 01:28,3,194.22,15,40.0,Prepaid,Delivered
FLK2078164461856552,CUST_07983,PROD_268,26/04/2025 23:51,4,18.78,5,40.0,COD,Cancelled
FLK2263710997587131,CUST_09217,PROD_705,12/03/2025 19:24,4,218.91,5,0.0,COD,Delivered
FLK9352907760977813,CUST_02402,PROD_804,19/05/2025 06:00,4,38.84,0,0.0,Prepaid,Returned
FLK5238202961185568,CUST_07724,PROD_335,26/03/2026 14:44,1,165.48,10,50.0,Prepaid,Delivered
FLK7674094546599572,CUST_00708,PROD_135,17/02/2026 22:12,1,232.32,0,0.0,Prepaid,Delivered
FLK7063622821033270,CUST_05313,PROD_231,10/02/2026 19:24,3,185.47,15,50.0,COD,Cancelled
FLK6705985511924123,CUST_09957,PROD_571,24/01/2026 07:02,1,209.5,15,50.0,Prepaid,Cancelled
FLK9140219904700775,CUST_09303,PROD_978,16/07/2025 07:43,1,208.98,10,50.0,Prepaid,Cancelled
FLK1389182077623827,CUST_07303,PROD_053,05/03/2026 18:03,1,70.29,0,0.0,COD,Delivered
FLK3143651498566434,CUST_04314,PROD_552,19/01/2026 16:59,2,65.94,20,50.0,COD,Delivered
FLK7512394937885740,CUST_07225,PROD_626,20/05/2025 02:47,1,84.85,5,40.0,Prepaid,Delivered
FLK2108924671375176,CUST_01891,PROD_920,30/04/2025 17:53,3,259.77,5,50.0,COD,Cancelled
FLK6296474418357697,CUST_04918,PROD_757,03/07/2025 07:17,4,231.45,20,0.0,Prepaid,Delivered
FLK2286897391502409,CUST_02785,PROD_598,28/05/2025 00:43,1,259.61,15,50.0,COD,Cancelled
FLK2621365471125267,CUST_07431,PROD_271,19/08/2025 17:57,3,54.32,10,40.0,Prepaid,Cancelled
FLK4480925100989155,CUST_08930,PROD_736,27/01/2026 22:49,3,61.92,0,40.0,Prepaid,Delivered
FLK4451168528885117,CUST_08829,PROD_674,03/10/2025 22:22,4,120.93,15,50.0,COD,Cancelled
FLK7219492540522059,CUST_01998,PROD_428,17/11/2025 06:26,3,160.75,15,50.0,Prepaid,Cancelled
FLK9599587015731167,CUST_00493,PROD_404,17/11/2025 15:14,3,130.02,0,50.0,COD,Delivered
FLK5987377502526395,CUST_00118,PROD_305,31/03/2026 21:35,3,185.47,15,50.0,Prepaid,Delivered
FLK8885617040297891,CUST_02581,PROD_412,13/10/2025 02:54,3,180.5,10,40.0,Prepaid,Delivered
FLK2688760117451916,CUST_05834,PROD_066,27/08/2025 05:37,4,190.22,20,50.0,Prepaid,Delivered
FLK6870934236634655,CUST_03955,PROD_760,16/12/2025 21:46,4,77.7,0,50.0,COD,Returned
FLK3695637022830085,CUST_04599,PROD_512,01/05/2026 05:07,4,191.9,0,50.0,COD,Returned
FLK8572113828923238,CUST_06842,PROD_666,22/02/2026 20:05,4,156.97,20,0.0,COD,Returned
FLK2327124653608662,CUST_05628,PROD_371,03/01/2026 12:40,1,40.62,15,50.0,Prepaid,Delivered
FLK2366023131746972,CUST_01222,PROD_761,08/08/2025 06:11,2,264.56,0,0.0,COD,Returned
FLK4963033590314572,CUST_01347,PROD_517,24/02/2025 08:17,4,57.86,5,50.0,Prepaid,Returned
FLK8532639478260413,CUST_06298,PROD_531,03/03/2026 13:54,4,161.36,15,50.0,COD,Cancelled
FLK8338176707477099,CUST_02856,PROD_546,14/11/2025 19:58,2,83.25,0,50.0,Prepaid,Delivered
FLK4265387572130245,CUST_07676,PROD_262,05/02/2025 10:40,3,214.8,5,0.0,Prepaid,Delivered
FLK6702460521285373,CUST_01235,PROD_526,27/11/2025 10:33,4,83.73,5,40.0,COD,Delivered
FLK8425176695680883,CUST_05867,PROD_896,20/04/2026 11:51,3,108.58,10,0.0,Prepaid,Delivered
FLK3634320792955017,CUST_04115,PROD_271,09/12/2025 13:58,3,54.32,15,40.0,Prepaid,Delivered
FLK6810181492472178,CUST_00361,PROD_842,20/02/2026 05:33,4,25.9,20,0.0,COD,Delivered
FLK9944192916256825,CUST_06954,PROD_628,20/01/2026 22:22,4,181.47,20,40.0,COD,Delivered
FLK2992430194543382,CUST_05723,PROD_600,11/07/2025 08:35,1,236.69,10,0.0,Prepaid,Delivered
FLK2575848596274668,CUST_05245,PROD_820,25/04/2026 19:47,3,163.85,0,40.0,Prepaid,Returned
FLK5835133362980837,CUST_06798,PROD_550,13/07/2025 00:35,4,76.7,0,50.0,COD,Delivered
FLK7312234993215532,CUST_08352,PROD_455,13/09/2025 05:37,4,79.36,0,0.0,Prepaid,Delivered
FLK2453125166711775,CUST_01296,PROD_937,16/11/2025 23:59,3,236.89,10,50.0,COD,Delivered
FLK8875195840456429,CUST_03385,PROD_262,28/08/2025 19:25,4,214.8,0,40.0,COD,Delivered
FLK4827486400852122,CUST_09445,PROD_097,04/02/2026 00:22,4,122.75,10,40.0,COD,Delivered
FLK7899978354401591,CUST_04471,PROD_389,18/02/2025 17:58,3,190.04,20,40.0,COD,Cancelled
FLK4353420694362811,CUST_05464,PROD_131,26/11/2025 22:24,3,192.48,0,0.0,COD,Cancelled
FLK7855936863991221,CUST_01200,PROD_826,01/04/2026 01:26,4,99.97,0,50.0,Prepaid,Delivered
FLK6122541412496283,CUST_09969,PROD_907,18/09/2025 08:01,1,113.75,0,0.0,COD,Cancelled
FLK1641111485645767,CUST_07095,PROD_354,14/05/2025 05:14,2,175.36,20,50.0,Prepaid,Delivered
FLK1697218666857932,CUST_04207,PROD_941,06/09/2025 15:53,1,19.78,15,50.0,COD,Delivered
FLK2433476434606479,CUST_03308,PROD_724,30/05/2025 22:00,3,111.96,10,40.0,Prepaid,Delivered
FLK3632581149500982,CUST_04271,PROD_355,09/02/2025 19:21,2,195.45,10,40.0,COD,Cancelled
FLK9097519179446441,CUST_01509,PROD_270,17/07/2025 00:49,3,155.55,20,50.0,COD,Delivered
FLK7477702752260965,CUST_04929,PROD_929,31/01/2026 09:53,3,287.34,20,40.0,Prepaid,Delivered
FLK5856029284522464,CUST_01851,PROD_457,11/07/2025 08:20,2,57.86,20,40.0,COD,Delivered
FLK8030888639756714,CUST_03461,PROD_612,10/10/2025 15:02,4,232.42,0,0.0,Prepaid,Delivered
FLK9979282370454631,CUST_05140,PROD_563,21/12/2025 19:24,1,162.57,0,40.0,Prepaid,Delivered
FLK5317851291472258,CUST_03022,PROD_960,18/05/2025 18:40,3,249.76,15,50.0,Prepaid,Delivered
FLK5047618263400042,CUST_07609,PROD_263,21/04/2026 15:01,2,191.1,0,0.0,Prepaid,Returned
FLK6042954408445114,CUST_05104,PROD_234,06/01/2026 21:16,3,90.09,5,50.0,COD,Returned
FLK8876302702827068,CUST_01049,PROD_474,03/07/2025 01:39,1,207.31,10,0.0,COD,Returned
FLK4384842845897578,CUST_00588,PROD_811,23/04/2025 13:16,2,17.56,0,50.0,Prepaid,Delivered
FLK3163460426656412,CUST_07398,PROD_409,15/03/2025 19:10,4,39.91,20,50.0,Prepaid,Delivered
FLK2675217192590667,CUST_00422,PROD_072,04/05/2026 22:52,2,246.41,10,40.0,Prepaid,Delivered
FLK4223099878042824,CUST_02673,PROD_473,12/04/2026 18:34,2,36.16,0,50.0,Prepaid,Delivered
FLK6166012987546553,CUST_03879,PROD_493,11/10/2025 05:22,2,92.7,0,40.0,Prepaid,Delivered
FLK2923588447722558,CUST_00952,PROD_889,13/10/2025 04:41,2,129.45,0,0.0,Prepaid,Delivered
FLK5622560328302684,CUST_00347,PROD_091,23/09/2025 21:08,3,319.09,0,40.0,COD,Returned
FLK9243121117424616,CUST_07021,PROD_570,14/03/2025 11:56,3,113.13,20,0.0,COD,Delivered
FLK9601072154751330,CUST_01266,PROD_074,28/10/2025 03:20,1,37.44,0,0.0,COD,Returned
FLK5232944251530089,CUST_09221,PROD_601,11/02/2025 06:03,4,49.69,15,40.0,COD,Cancelled
FLK4727908552220429,CUST_09359,PROD_325,15/03/2026 15:00,2,25.4,15,40.0,COD,Delivered
FLK1256681926066397,CUST_01103,PROD_649,23/05/2025 02:28,2,117.37,0,40.0,COD,Delivered
FLK5322485812615318,CUST_03513,PROD_660,30/05/2026 01:45,4,120.2,0,50.0,Prepaid,Returned
FLK4854794136827723,CUST_08215,PROD_560,24/10/2025 01:52,4,19.3,20,50.0,Prepaid,Delivered
FLK1440364486565218,CUST_07308,PROD_876,18/04/2026 18:51,4,166.39,0,0.0,Prepaid,Returned
FLK8811778711963678,CUST_02467,PROD_206,06/05/2025 01:09,2,72.45,20,50.0,Prepaid,Delivered
FLK5999237994622733,CUST_06042,PROD_930,21/01/2026 06:06,3,63.66,10,40.0,COD,Cancelled
FLK3384104190336414,CUST_07837,PROD_699,19/11/2025 09:17,1,170.51,5,40.0,Prepaid,Returned
FLK3744154749557952,CUST_09581,PROD_681,12/11/2025 10:22,3,123.87,0,40.0,Prepaid,Delivered
FLK5226975709992866,CUST_02215,PROD_570,04/11/2025 19:36,2,113.13,0,50.0,Prepaid,Delivered
FLK1820069666175380,CUST_09740,PROD_512,25/08/2025 04:09,2,191.9,20,50.0,Prepaid,Cancelled
FLK4841701322382363,CUST_08346,PROD_643,14/03/2026 13:43,3,144.02,10,50.0,COD,Delivered
FLK5258000519818307,CUST_06700,PROD_939,27/09/2025 00:46,4,241.5,15,50.0,COD,Delivered
FLK3105638721036587,CUST_03845,PROD_080,09/12/2025 20:17,1,125.51,5,40.0,Prepaid,Cancelled
FLK6144045064289481,CUST_08432,PROD_004,13/05/2025 21:13,2,14.97,20,0.0,Prepaid,Delivered
FLK8497200164701832,CUST_03313,PROD_868,11/11/2025 07:53,2,203.35,0,50.0,Prepaid,Delivered
FLK1814161960454986,CUST_07274,PROD_186,30/10/2025 08:50,3,221.05,10,50.0,Prepaid,Cancelled
FLK3733033116375015,CUST_06296,PROD_321,10/04/2025 05:22,3,12.04,10,50.0,COD,Cancelled
FLK9267251048459259,CUST_00590,PROD_216,10/03/2025 03:47,3,125.1,0,50.0,Prepaid,Delivered
FLK9357661346046788,CUST_02718,PROD_225,23/09/2025 18:38,4,101.53,15,0.0,Prepaid,Delivered
FLK4744158940613807,CUST_05162,PROD_939,07/11/2025 01:11,1,241.5,0,50.0,COD,Delivered
FLK7068525479861333,CUST_08133,PROD_899,24/05/2025 01:36,3,15.22,20,0.0,Prepaid,Delivered
FLK5178279755978819,CUST_05977,PROD_326,31/12/2025 08:42,2,248.75,0,0.0,COD,Delivered
FLK6336553842106743,CUST_04593,PROD_941,07/01/2026 14:53,3,19.78,20,0.0,COD,Returned
FLK2040011736372621,CUST_01250,PROD_378,16/03/2025 15:56,1,42.34,0,50.0,COD,Delivered
FLK8395546853692300,CUST_08596,PROD_436,04/04/2025 19:29,1,188.39,5,0.0,Prepaid,Cancelled
FLK2402639378902011,CUST_03014,PROD_572,26/02/2025 05:40,1,184.37,0,50.0,COD,Delivered
FLK6513382429984074,CUST_04302,PROD_857,24/12/2025 03:57,4,179.44,5,40.0,Prepaid,Returned
FLK7695429676942967,CUST_08273,PROD_137,02/02/2025 11:20,1,36.73,20,0.0,COD,Returned
FLK1243693939522678,CUST_03862,PROD_933,28/12/2025 14:45,3,137.91,20,0.0,Prepaid,Delivered
FLK3555234859160831,CUST_00279,PROD_871,11/09/2025 12:33,1,73.52,20,50.0,COD,Cancelled
FLK2597214857759632,CUST_03562,PROD_360,30/06/2025 22:36,2,89.16,0,40.0,COD,Cancelled
FLK7968398397701858,CUST_08590,PROD_445,18/12/2025 09:05,3,176.06,0,0.0,COD,Delivered
FLK9946069553261745,CUST_04533,PROD_596,16/11/2025 01:57,2,189.43,0,0.0,Prepaid,Delivered
FLK9429746410850606,CUST_03504,PROD_637,29/08/2025 11:13,2,155.27,10,40.0,Prepaid,Delivered
FLK8777989967935195,CUST_05605,PROD_884,28/04/2026 19:02,4,52.17,15,50.0,Prepaid,Cancelled
FLK4618437772941341,CUST_09033,PROD_197,18/03/2025 07:25,4,117.49,0,40.0,COD,Delivered
FLK5274321764752442,CUST_07144,PROD_743,21/05/2026 10:36,4,112.21,0,40.0,Prepaid,Delivered
FLK9384425268460969,CUST_04345,PROD_165,06/02/2025 06:04,3,303.73,10,40.0,COD,Delivered
FLK6007448263312442,CUST_04352,PROD_117,08/10/2025 19:36,1,234.91,0,0.0,Prepaid,Delivered
FLK6110862217560626,CUST_00246,PROD_944,16/03/2026 01:39,1,251.46,0,50.0,COD,Delivered
FLK1451208255815869,CUST_05262,PROD_483,11/03/2026 14:37,2,112.66,0,0.0,Prepaid,Cancelled
FLK3943127470741683,CUST_04090,PROD_994,06/02/2026 14:47,4,100.48,10,0.0,COD,Returned
FLK2362741523015748,CUST_05667,PROD_578,14/05/2025 00:58,1,227.42,5,0.0,COD,Delivered
FLK8549965033623282,CUST_01598,PROD_334,14/04/2026 10:18,4,87.63,0,40.0,COD,Delivered
FLK3090838503528442,CUST_06893,PROD_757,17/03/2026 13:19,4,231.45,0,50.0,COD,Delivered
FLK5321488567109662,CUST_04611,PROD_602,12/09/2025 06:23,1,253.76,15,50.0,COD,Delivered
FLK9736530853704393,CUST_02108,PROD_681,09/04/2026 23:38,1,123.87,20,40.0,Prepaid,Delivered
FLK1247741992761203,CUST_04803,PROD_834,19/02/2026 10:19,4,15.91,15,0.0,Prepaid,Delivered
FLK6735089442704640,CUST_07327,PROD_051,06/05/2026 03:03,2,112.82,20,0.0,Prepaid,Cancelled
FLK8601157998146224,CUST_01061,PROD_434,11/04/2026 16:11,1,208.04,0,40.0,Prepaid,Cancelled
FLK6994249186708397,CUST_07872,PROD_039,02/03/2026 19:52,4,15.15,20,0.0,Prepaid,Cancelled
FLK1739105794033354,CUST_00592,PROD_956,07/12/2025 08:02,3,105.02,0,50.0,Prepaid,Delivered
FLK2138954334811696,CUST_00298,PROD_323,07/12/2025 05:40,3,229.56,0,50.0,Prepaid,Delivered
FLK6908515437298824,CUST_06292,PROD_782,11/03/2025 08:33,1,172.9,5,40.0,Prepaid,Delivered
FLK3118707892250481,CUST_06149,PROD_063,03/10/2025 04:38,1,191.4,10,0.0,COD,Delivered
FLK7101916665051903,CUST_05377,PROD_134,22/02/2026 06:40,4,140.17,0,40.0,Prepaid,Delivered
FLK3720175762850209,CUST_06845,PROD_230,03/06/2026 16:44,2,65.35,15,0.0,Prepaid,Delivered
FLK7251287780052870,CUST_09492,PROD_439,27/04/2025 09:05,2,235.08,10,0.0,COD,Delivered
FLK2364487551272492,CUST_01128,PROD_826,30/06/2025 21:06,1,99.97,0,50.0,Prepaid,Delivered
FLK9712794567520364,CUST_00245,PROD_638,05/07/2025 19:09,1,87.87,0,50.0,COD,Delivered
FLK1474808739174831,CUST_09404,PROD_882,29/03/2026 17:19,3,26.38,0,40.0,COD,Returned
FLK5639902614079818,CUST_00258,PROD_880,29/07/2025 09:01,2,28.41,20,40.0,Prepaid,Cancelled
FLK2703976168300835,CUST_03938,PROD_194,18/11/2025 13:08,3,116.43,10,0.0,Prepaid,Delivered
FLK6926344815775713,CUST_08039,PROD_215,22/06/2025 13:18,4,266.04,0,0.0,COD,Returned
FLK7009012793221925,CUST_01364,PROD_674,12/02/2025 17:24,2,120.93,15,50.0,Prepaid,Delivered
FLK8513024670647414,CUST_01972,PROD_799,03/07/2025 01:39,3,76.42,5,0.0,Prepaid,Cancelled
FLK8306413166029979,CUST_03944,PROD_912,13/07/2025 06:58,3,53.47,15,40.0,COD,Delivered
FLK2526607241716259,CUST_00017,PROD_446,04/04/2026 10:41,1,104.59,0,40.0,Prepaid,Delivered
FLK2765925831297210,CUST_06560,PROD_632,17/09/2025 07:51,2,162.5,0,40.0,Prepaid,Delivered
FLK9098471146839020,CUST_00892,PROD_352,29/08/2025 17:18,1,133.54,15,40.0,Prepaid,Returned
FLK9039421097961155,CUST_04582,PROD_876,14/01/2026 08:52,2,166.39,0,50.0,COD,Delivered
FLK4369794480979173,CUST_04072,PROD_226,27/04/2026 06:48,3,179.27,10,50.0,Prepaid,Delivered
FLK4360480495697606,CUST_06052,PROD_628,06/11/2025 23:09,4,181.47,10,40.0,Prepaid,Returned
FLK2724159629064508,CUST_02696,PROD_553,29/01/2026 00:48,1,198.29,15,50.0,COD,Returned
FLK2563009894081107,CUST_09087,PROD_203,30/10/2025 07:59,3,20.64,10,40.0,COD,Delivered
FLK8297561738987356,CUST_08389,PROD_574,17/04/2026 00:00,4,16.51,0,0.0,COD,Delivered
FLK2810494322999338,CUST_09471,PROD_629,27/11/2025 11:41,3,165.73,0,40.0,Prepaid,Delivered
FLK9451955299278245,CUST_08684,PROD_350,01/04/2025 06:06,4,139.39,5,0.0,COD,Delivered
FLK3701879339911455,CUST_02823,PROD_483,19/04/2025 08:46,1,112.66,20,50.0,Prepaid,Delivered
FLK1330218520284674,CUST_01237,PROD_385,18/01/2026 18:00,4,185.99,5,0.0,Prepaid,Delivered
FLK4187095048813853,CUST_02622,PROD_079,11/02/2025 21:31,4,182.6,5,0.0,COD,Delivered
FLK7565652073252010,CUST_01691,PROD_028,23/05/2025 11:49,1,164.73,0,40.0,Prepaid,Delivered
FLK8784807238334161,CUST_08014,PROD_045,31/03/2025 17:34,1,210.35,0,40.0,COD,Delivered
FLK7273089305267300,CUST_07763,PROD_466,02/02/2026 10:50,2,92.68,10,40.0,COD,Cancelled
FLK8274195472415324,CUST_05582,PROD_768,09/11/2025 05:12,1,281.63,5,40.0,Prepaid,Delivered
FLK9954839731863634,CUST_07421,PROD_576,06/06/2025 08:47,3,120.68,10,0.0,COD,Delivered
FLK3355536793155030,CUST_06646,PROD_172,09/02/2026 01:23,2,194.83,15,40.0,Prepaid,Delivered
FLK5384415367955845,CUST_04224,PROD_493,09/06/2026 08:09,4,92.7,5,50.0,COD,Delivered
FLK3906867404530974,CUST_08590,PROD_562,11/06/2025 05:59,2,185.65,0,40.0,Prepaid,Returned
FLK5946944778378384,CUST_04281,PROD_259,09/02/2026 04:18,2,290.92,0,50.0,COD,Cancelled
FLK6694671735766457,CUST_03676,PROD_510,18/05/2026 06:16,3,65.47,10,40.0,COD,Cancelled
FLK4614784705015293,CUST_05545,PROD_755,31/05/2026 05:00,3,140.03,0,50.0,Prepaid,Returned
FLK9331274431810233,CUST_01797,PROD_886,17/10/2025 20:42,4,254.44,0,0.0,COD,Cancelled
FLK4705160193825545,CUST_09320,PROD_526,03/01/2026 16:34,4,83.73,15,40.0,COD,Delivered
FLK4852372187591243,CUST_02670,PROD_944,20/07/2025 12:32,4,251.46,5,50.0,Prepaid,Delivered
FLK9869151988088095,CUST_07809,PROD_496,24/01/2026 05:54,2,146.35,20,0.0,Prepaid,Delivered
FLK3777163729256982,CUST_09026,PROD_842,07/10/2025 21:47,4,25.9,0,0.0,COD,Cancelled
FLK7518062126978435,CUST_08835,PROD_719,14/06/2025 23:43,3,200.44,5,0.0,Prepaid,Delivered
FLK9137346587702168,CUST_02240,PROD_124,12/04/2026 13:14,4,23.62,0,0.0,COD,Delivered
FLK7401662623515506,CUST_07597,PROD_785,04/02/2026 18:13,1,226.38,20,0.0,COD,Delivered
FLK6433795146664006,CUST_05803,PROD_338,28/06/2025 17:40,3,206.9,5,50.0,COD,Delivered
FLK3036438902056760,CUST_01250,PROD_770,02/02/2025 21:37,3,204.3,10,0.0,COD,Cancelled
FLK3386246197245614,CUST_00925,PROD_962,08/12/2025 16:41,1,85.54,10,50.0,Prepaid,Cancelled
FLK2857701739726523,CUST_05540,PROD_770,10/03/2025 22:29,2,204.3,20,40.0,Prepaid,Delivered
FLK5620974770951710,CUST_07161,PROD_294,03/05/2026 17:38,3,29.8,10,40.0,Prepaid,Delivered
FLK5878012842461483,CUST_00636,PROD_081,07/02/2026 09:24,1,189.98,10,50.0,COD,Returned
FLK1479374665917473,CUST_05157,PROD_187,11/12/2025 14:28,2,171.29,5,0.0,Prepaid,Delivered
FLK1223058559792720,CUST_03092,PROD_573,25/06/2025 16:17,2,8.55,0,0.0,Prepaid,Delivered
FLK7463645327579560,CUST_04467,PROD_866,06/10/2025 23:49,1,161.91,5,0.0,COD,Returned
FLK1744742659558805,CUST_08375,PROD_360,30/03/2026 04:42,1,89.16,10,50.0,COD,Delivered
FLK9876070908453664,CUST_04068,PROD_838,01/03/2026 20:36,2,197.61,10,50.0,Prepaid,Delivered
FLK1410212366548783,CUST_09132,PROD_497,25/03/2025 19:35,3,96.58,0,40.0,COD,Delivered
FLK4446102669876224,CUST_09730,PROD_806,15/08/2025 06:06,4,224.87,10,40.0,Prepaid,Delivered
FLK9633626418820537,CUST_03998,PROD_255,01/04/2025 07:59,4,268.59,15,0.0,COD,Delivered
FLK9408135758995242,CUST_09174,PROD_539,26/02/2026 21:40,4,152.13,0,0.0,Prepaid,Cancelled
FLK8371754774727842,CUST_00649,PROD_312,04/02/2025 02:31,2,18.86,10,0.0,COD,Delivered
FLK9299591677868425,CUST_02024,PROD_048,14/02/2025 23:52,2,100.72,15,0.0,Prepaid,Delivered
FLK5783964764458181,CUST_02823,PROD_115,06/05/2026 18:05,3,113.2,0,40.0,COD,Delivered
FLK6732680729707972,CUST_08832,PROD_223,21/10/2025 00:56,1,156.7,0,0.0,Prepaid,Returned
FLK2605207564570845,CUST_07652,PROD_121,13/02/2026 08:36,2,133.32,15,40.0,COD,Delivered
FLK8917705724841525,CUST_01663,PROD_408,14/03/2025 08:26,3,99.4,5,50.0,COD,Delivered
FLK9739489110135333,CUST_01478,PROD_327,06/08/2025 02:52,1,262.4,10,0.0,Prepaid,Delivered
FLK6712524936671546,CUST_00469,PROD_967,13/04/2025 05:41,3,169.55,0,0.0,COD,Delivered
FLK3706043391183584,CUST_00390,PROD_751,27/11/2025 21:53,1,247.58,10,0.0,Prepaid,Cancelled
FLK9620663196749017,CUST_02978,PROD_652,06/07/2025 00:13,3,37.33,10,50.0,COD,Delivered
FLK5713599010491942,CUST_03245,PROD_222,23/04/2025 19:12,2,239.85,0,50.0,Prepaid,Cancelled
FLK7651877091271464,CUST_09233,PROD_511,17/08/2025 08:37,3,239.38,15,40.0,Prepaid,Delivered
FLK9857847862370096,CUST_09300,PROD_275,20/05/2026 09:10,2,205.38,10,40.0,COD,Returned
FLK4362280333227765,CUST_03608,PROD_489,09/06/2025 12:51,1,95.24,0,50.0,Prepaid,Delivered
FLK5010656590786870,CUST_04660,PROD_422,19/10/2025 05:44,4,176.53,20,50.0,Prepaid,Returned
FLK4266717859100231,CUST_03741,PROD_405,26/08/2025 00:44,1,65.98,20,40.0,Prepaid,Delivered
FLK5488797886136182,CUST_03054,PROD_022,20/03/2026 15:48,4,229.55,20,50.0,COD,Delivered
FLK2556804490458010,CUST_06356,PROD_898,05/12/2025 16:55,4,194.22,5,0.0,COD,Cancelled
FLK7562277707829766,CUST_02203,PROD_830,17/10/2025 13:10,3,127.39,10,0.0,Prepaid,Delivered
FLK7331640493087968,CUST_02047,PROD_700,05/06/2025 22:31,3,98.93,5,0.0,COD,Delivered
FLK8373281434253466,CUST_00710,PROD_997,06/05/2026 05:45,4,148.31,0,50.0,Prepaid,Delivered
FLK7850042344962863,CUST_04213,PROD_554,01/02/2025 00:17,2,146.49,10,50.0,Prepaid,Delivered
FLK9810165729179467,CUST_00411,PROD_398,10/03/2025 13:46,2,179.52,15,40.0,COD,Delivered
FLK7099822693486893,CUST_03328,PROD_662,10/06/2026 20:39,2,94.23,0,40.0,Prepaid,Returned
FLK7458268598970810,CUST_06168,PROD_475,17/02/2026 10:51,1,123.94,20,40.0,Prepaid,Delivered
FLK3517728227972594,CUST_01461,PROD_065,11/02/2026 17:13,4,35.84,0,0.0,Prepaid,Delivered
FLK6721025676666823,CUST_06312,PROD_249,12/06/2026 06:31,2,142.49,10,0.0,Prepaid,Returned
FLK1381306015625950,CUST_00057,PROD_718,05/04/2026 07:37,2,124.83,0,40.0,COD,Returned
FLK5878873828347039,CUST_05517,PROD_889,18/03/2025 13:42,1,129.45,15,0.0,COD,Delivered
FLK8933059047078626,CUST_01169,PROD_193,28/04/2025 14:11,2,169.98,15,0.0,Prepaid,Cancelled
FLK8957606687536244,CUST_07324,PROD_662,09/04/2025 03:18,3,94.23,5,0.0,COD,Cancelled
FLK5908567106657680,CUST_01935,PROD_149,01/03/2025 12:32,3,61.86,10,50.0,COD,Delivered
FLK5092372214278997,CUST_09853,PROD_422,05/02/2025 08:10,3,176.53,20,40.0,Prepaid,Delivered
FLK3466932898921889,CUST_06073,PROD_429,07/02/2025 22:12,1,227.37,10,50.0,COD,Delivered
FLK4861734605667061,CUST_01994,PROD_573,06/04/2026 04:54,3,8.55,0,0.0,COD,Delivered
FLK7863830104854395,CUST_06351,PROD_471,28/04/2026 20:49,4,179.6,20,50.0,COD,Delivered
FLK4568694796682480,CUST_00549,PROD_875,09/10/2025 19:49,2,200.16,15,0.0,Prepaid,Delivered
FLK7056403541413772,CUST_06432,PROD_173,11/06/2026 18:30,1,272.71,20,0.0,COD,Delivered
FLK5172529498840811,CUST_09949,PROD_621,17/06/2025 06:32,3,84.01,0,50.0,COD,Delivered
FLK6250053618849097,CUST_08181,PROD_436,05/03/2026 13:06,1,188.39,0,50.0,COD,Delivered
FLK9295872639028568,CUST_09688,PROD_521,24/10/2025 00:41,1,168.81,10,40.0,Prepaid,Cancelled
FLK3018936609787709,CUST_01061,PROD_269,10/04/2025 07:45,2,186.89,15,50.0,Prepaid,Cancelled
FLK6786489334720747,CUST_00286,PROD_187,25/08/2025 12:13,3,171.29,20,0.0,Prepaid,Returned
FLK4401072896229761,CUST_03444,PROD_703,27/07/2025 12:50,1,264.19,15,50.0,COD,Delivered
FLK3573440276380696,CUST_07795,PROD_721,23/02/2026 16:44,1,220.49,5,40.0,Prepaid,Delivered
FLK9826254604721224,CUST_08636,PROD_534,10/01/2026 09:31,1,194.93,5,40.0,COD,Returned
FLK3467780576088802,CUST_05853,PROD_835,30/08/2025 13:05,4,129.35,15,50.0,COD,Delivered
