order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_fee,taxes,payment_method,fulfillment_status,refund_flag
SH_1000215,CUST_06039,PROD_029,2025-05-22 06:32:26,5,215.4,0.0,10.0,193.86,Apple Pay,fulfilled,0
SH_1000216,CUST_06048,PROD_235,2026-04-02 21:52:05,3,130.6,39.18,0.0,63.47,UPI,cancelled,0
SH_1000217,CUST_08833,PROD_509,2025-07-16 04:36:46,3,67.3,0.0,0.0,36.34,Credit Card,fulfilled,0
SH_1000218,CUST_00176,PROD_643,2025-11-22 17:37:20,1,144.02,21.6,0.0,22.04,PayPal,cancelled,0
SH_1000219,CUST_02199,PROD_567,2025-09-14 15:01:24,3,272.73,0.0,5.0,147.27,UPI,unfulfilled,0
SH_1000220,CUST_05907,PROD_697,2025-04-22 16:32:28,5,45.02,45.02,0.0,32.41,Gift Card,fulfilled,0
SH_1000221,CUST_09842,PROD_137,2025-03-15 08:04:22,5,36.73,0.0,0.0,33.06,Credit Card,fulfilled,1
SH_1000222,CUST_00578,PROD_120,2025-07-20 13:05:16,3,122.06,0.0,0.0,65.91,PayPal,fulfilled,0
SH_1000223,CUST_02863,PROD_166,2025-10-23 00:52:38,2,44.51,17.8,5.0,12.82,PayPal,cancelled,0
SH_1000224,CUST_02668,PROD_513,2026-01-05 00:59:03,5,84.88,0.0,10.0,76.39,Credit Card,fulfilled,1
SH_1000225,CUST_01384,PROD_456,2025-04-10 05:40:12,1,123.57,24.71,10.0,17.79,Credit Card,fulfilled,0
SH_1000226,CUST_06543,PROD_625,2025-05-26 22:57:37,2,177.56,0.0,0.0,63.92,UPI,fulfilled,1
SH_1000227,CUST_03306,PROD_857,2025-08-06 07:07:49,2,179.44,0.0,5.0,64.6,PayPal,fulfilled,0
SH_1000228,CUST_01686,PROD_376,2025-12-07 04:01:37,1,76.19,0.0,10.0,13.71,Apple Pay,fulfilled,0
SH_1000229,CUST_06354,PROD_575,2026-06-15 15:10:28,2,188.37,56.51,5.0,57.64,PayPal,fulfilled,0
SH_1000230,CUST_05341,PROD_782,2025-11-29 15:39:44,5,172.9,0.0,5.0,155.61,Gift Card,unfulfilled,0
SH_1000231,CUST_01164,PROD_423,2026-03-19 17:30:48,4,149.31,0.0,10.0,107.5,Credit Card,fulfilled,0
SH_1000232,CUST_06063,PROD_144,2025-09-24 03:57:16,5,33.26,33.26,0.0,23.95,Apple Pay,fulfilled,0
SH_1000233,CUST_02875,PROD_453,2025-03-31 01:12:08,5,197.7,197.7,10.0,142.34,UPI,fulfilled,0
SH_1000234,CUST_08066,PROD_517,2025-02-21 13:22:44,1,57.86,8.68,10.0,8.85,PayPal,unfulfilled,0
SH_1000235,CUST_04958,PROD_650,2026-01-14 02:20:09,3,212.15,127.29,5.0,91.65,PayPal,cancelled,0
SH_1000236,CUST_07053,PROD_591,2025-12-02 01:40:19,3,67.55,0.0,0.0,36.48,Apple Pay,cancelled,0
SH_1000237,CUST_04543,PROD_896,2025-10-18 06:53:46,2,108.58,21.72,5.0,35.18,Gift Card,fulfilled,0
SH_1000238,CUST_00865,PROD_098,2026-03-04 11:46:05,1,69.66,10.45,10.0,10.66,PayPal,cancelled,0
SH_1000239,CUST_05510,PROD_998,2025-12-13 20:13:43,4,279.61,0.0,0.0,201.32,Credit Card,fulfilled,0
SH_1000240,CUST_02952,PROD_396,2025-11-20 07:59:58,3,63.02,28.36,5.0,28.93,Apple Pay,cancelled,0
SH_1000241,CUST_03873,PROD_347,2025-09-27 03:03:33,3,179.18,107.51,10.0,77.41,UPI,unfulfilled,0
SH_1000242,CUST_08750,PROD_970,2025-07-04 14:00:00,1,135.15,0.0,10.0,24.33,Credit Card,fulfilled,0
SH_1000243,CUST_05540,PROD_159,2025-03-13 10:57:33,3,81.05,48.63,10.0,35.01,Gift Card,cancelled,0
SH_1000244,CUST_01771,PROD_999,2025-06-13 11:43:05,5,110.5,82.88,5.0,84.53,UPI,fulfilled,0
SH_1000245,CUST_09258,PROD_924,2025-09-27 14:40:00,3,93.37,56.02,10.0,40.34,PayPal,unfulfilled,0
SH_1000246,CUST_01280,PROD_517,2025-08-14 04:08:51,4,57.86,0.0,5.0,41.66,Apple Pay,unfulfilled,0
SH_1000247,CUST_05551,PROD_146,2025-04-17 19:18:56,2,267.78,53.56,10.0,86.76,PayPal,fulfilled,0
SH_1000248,CUST_01011,PROD_260,2025-04-23 04:59:19,1,239.15,0.0,5.0,43.05,Credit Card,fulfilled,0
SH_1000249,CUST_01385,PROD_545,2026-01-01 04:28:57,5,174.76,0.0,5.0,157.28,UPI,fulfilled,0
SH_1000250,CUST_05927,PROD_152,2026-04-22 16:39:35,1,94.73,14.21,5.0,14.49,Apple Pay,unfulfilled,0
SH_1000251,CUST_08392,PROD_029,2025-11-16 01:02:58,5,215.4,0.0,10.0,193.86,UPI,cancelled,0
SH_1000252,CUST_06371,PROD_734,2025-10-22 02:07:00,2,187.18,0.0,5.0,67.38,Gift Card,fulfilled,0
SH_1000253,CUST_07805,PROD_802,2025-06-20 16:00:19,1,211.78,0.0,0.0,38.12,Credit Card,unfulfilled,0
SH_1000254,CUST_02928,PROD_593,2025-06-02 14:01:48,2,12.21,4.88,5.0,3.52,Credit Card,cancelled,0
SH_1000255,CUST_05172,PROD_090,2025-05-21 17:08:41,2,106.64,0.0,0.0,38.39,PayPal,fulfilled,0
SH_1000256,CUST_04735,PROD_865,2026-02-07 16:49:10,3,187.66,84.45,5.0,86.14,Gift Card,unfulfilled,0
SH_1000257,CUST_00010,PROD_846,2026-03-31 21:42:45,2,312.23,93.67,5.0,95.54,UPI,fulfilled,0
SH_1000258,CUST_06071,PROD_371,2026-05-02 23:14:22,2,40.62,0.0,5.0,14.62,Gift Card,cancelled,0
SH_1000259,CUST_06760,PROD_871,2025-05-04 01:44:21,5,73.52,0.0,0.0,66.17,Credit Card,cancelled,0
SH_1000260,CUST_01168,PROD_007,2025-12-31 13:37:59,3,189.45,85.25,0.0,86.96,UPI,fulfilled,0
SH_1000261,CUST_03760,PROD_489,2025-08-28 07:34:12,1,95.24,9.52,0.0,15.43,PayPal,unfulfilled,0
SH_1000262,CUST_00251,PROD_661,2025-12-01 07:40:38,5,224.34,0.0,5.0,201.91,Gift Card,fulfilled,0
SH_1000263,CUST_07567,PROD_502,2025-04-02 10:14:25,5,205.75,102.88,5.0,166.66,Gift Card,fulfilled,0
SH_1000264,CUST_01843,PROD_914,2025-02-25 16:12:44,3,61.6,36.96,5.0,26.61,Apple Pay,fulfilled,0
SH_1000265,CUST_09711,PROD_904,2026-06-04 22:35:35,5,75.07,0.0,10.0,67.56,Apple Pay,fulfilled,0
SH_1000266,CUST_05654,PROD_662,2025-05-20 21:04:10,1,94.23,14.13,0.0,14.42,PayPal,cancelled,0
SH_1000267,CUST_09243,PROD_294,2025-06-17 01:36:32,2,29.8,5.96,5.0,9.66,Credit Card,cancelled,0
SH_1000268,CUST_02823,PROD_636,2025-09-04 05:08:41,5,179.46,0.0,10.0,161.51,PayPal,fulfilled,0
SH_1000269,CUST_03140,PROD_696,2025-08-04 09:02:25,3,168.53,0.0,5.0,91.01,UPI,fulfilled,0
SH_1000270,CUST_00705,PROD_826,2025-07-18 12:04:14,5,99.97,99.97,5.0,71.98,Gift Card,cancelled,0
SH_1000271,CUST_03311,PROD_569,2025-09-07 12:54:55,3,278.76,125.44,0.0,127.95,Apple Pay,fulfilled,0
SH_1000272,CUST_00412,PROD_045,2025-07-19 02:30:47,1,210.35,0.0,10.0,37.86,Apple Pay,fulfilled,0
SH_1000273,CUST_03402,PROD_910,2025-10-24 21:21:27,3,230.68,0.0,5.0,124.57,UPI,cancelled,0
SH_1000274,CUST_05560,PROD_522,2025-04-12 15:22:23,3,72.92,0.0,5.0,39.38,UPI,fulfilled,0
SH_1000275,CUST_07439,PROD_169,2025-07-19 00:09:37,3,196.85,0.0,10.0,106.3,UPI,cancelled,0
SH_1000276,CUST_00381,PROD_742,2025-11-11 09:25:51,5,245.32,0.0,0.0,220.79,PayPal,unfulfilled,0
SH_1000277,CUST_09407,PROD_639,2025-07-31 09:33:23,1,200.85,40.17,0.0,28.92,Gift Card,fulfilled,0
SH_1000278,CUST_06810,PROD_622,2026-04-11 08:34:44,5,278.76,139.38,0.0,225.8,Gift Card,unfulfilled,0
SH_1000279,CUST_01038,PROD_825,2026-02-16 08:32:17,1,106.27,15.94,10.0,16.26,UPI,fulfilled,0
SH_1000280,CUST_02484,PROD_303,2026-06-09 20:45:56,5,207.55,207.55,5.0,149.44,Credit Card,fulfilled,0
SH_1000281,CUST_01499,PROD_885,2025-04-27 12:16:04,1,118.04,17.71,5.0,18.06,PayPal,cancelled,0
SH_1000282,CUST_01499,PROD_305,2025-06-23 20:24:36,3,185.47,111.28,5.0,80.12,Apple Pay,unfulfilled,0
SH_1000283,CUST_02734,PROD_421,2025-10-29 00:35:17,5,218.76,0.0,5.0,196.88,Apple Pay,fulfilled,0
SH_1000284,CUST_06047,PROD_131,2025-03-11 06:59:40,1,192.48,28.87,10.0,29.45,PayPal,fulfilled,0
SH_1000285,CUST_04679,PROD_983,2025-07-10 18:48:23,3,148.23,44.47,5.0,72.04,Gift Card,cancelled,0
SH_1000286,CUST_06762,PROD_403,2025-06-20 07:52:27,1,68.33,0.0,0.0,12.3,UPI,unfulfilled,0
SH_1000287,CUST_05305,PROD_472,2026-03-11 04:21:30,1,122.29,18.34,5.0,18.71,Credit Card,fulfilled,0
SH_1000288,CUST_06322,PROD_251,2025-11-16 07:23:24,4,141.71,0.0,5.0,102.03,UPI,cancelled,0
SH_1000289,CUST_09647,PROD_675,2025-05-04 18:57:19,5,74.02,0.0,10.0,66.62,Gift Card,fulfilled,0
SH_1000290,CUST_06533,PROD_037,2025-03-29 19:02:33,1,142.69,28.54,5.0,20.55,PayPal,unfulfilled,0
SH_1000291,CUST_06777,PROD_962,2025-08-09 13:41:38,3,85.54,0.0,10.0,46.19,Gift Card,unfulfilled,0
SH_1000292,CUST_07828,PROD_612,2025-05-15 22:59:54,5,232.42,0.0,10.0,209.18,Apple Pay,fulfilled,0
SH_1000293,CUST_01059,PROD_460,2026-01-19 05:22:51,1,39.64,5.95,0.0,6.06,Apple Pay,unfulfilled,0
SH_1000294,CUST_02207,PROD_855,2025-06-19 18:13:26,2,204.52,0.0,10.0,73.63,Gift Card,fulfilled,1
SH_1000295,CUST_00321,PROD_882,2026-01-21 09:22:59,3,26.38,11.87,0.0,12.11,Gift Card,fulfilled,0
SH_1000296,CUST_06594,PROD_065,2025-09-27 20:10:26,3,35.84,0.0,0.0,19.35,PayPal,fulfilled,0
SH_1000297,CUST_06142,PROD_134,2025-05-22 01:51:30,4,140.17,56.07,0.0,90.83,Credit Card,cancelled,0
SH_1000298,CUST_05488,PROD_925,2026-02-13 20:35:28,5,266.32,266.32,5.0,191.75,Gift Card,fulfilled,0
SH_1000299,CUST_02983,PROD_874,2025-10-09 11:40:40,1,46.98,0.0,0.0,8.46,Gift Card,fulfilled,0
SH_1000300,CUST_08272,PROD_611,2025-04-14 13:49:25,4,195.71,117.43,10.0,119.77,Gift Card,fulfilled,0
SH_1000301,CUST_08610,PROD_759,2026-04-16 19:21:46,1,91.94,0.0,10.0,16.55,Credit Card,cancelled,0
SH_1000302,CUST_05993,PROD_784,2025-02-01 21:14:19,1,147.49,0.0,10.0,26.55,PayPal,fulfilled,0
SH_1000303,CUST_02008,PROD_773,2025-05-02 11:57:43,5,141.24,0.0,0.0,127.12,Gift Card,cancelled,0
SH_1000304,CUST_01877,PROD_126,2025-12-31 11:12:07,2,118.48,47.39,10.0,34.12,Credit Card,fulfilled,0
SH_1000305,CUST_07413,PROD_882,2025-03-16 08:51:47,2,26.38,0.0,10.0,9.5,Credit Card,fulfilled,0
SH_1000306,CUST_08598,PROD_758,2025-06-26 12:29:10,2,112.32,44.93,0.0,32.35,PayPal,cancelled,0
SH_1000307,CUST_08983,PROD_463,2026-01-31 07:28:34,5,40.81,30.61,0.0,31.22,PayPal,fulfilled,0
SH_1000308,CUST_00613,PROD_809,2025-11-07 05:04:38,3,154.3,0.0,0.0,83.32,Credit Card,fulfilled,0
SH_1000309,CUST_03574,PROD_637,2026-01-02 14:48:53,2,155.27,31.05,5.0,50.31,Gift Card,fulfilled,0
SH_1000310,CUST_02471,PROD_948,2026-05-28 14:05:27,5,188.32,0.0,0.0,169.49,Credit Card,cancelled,0
SH_1000311,CUST_03818,PROD_156,2025-10-27 08:34:28,5,197.06,147.79,10.0,150.75,Credit Card,fulfilled,0
SH_1000312,CUST_05694,PROD_154,2026-03-07 16:00:10,4,95.09,0.0,5.0,68.46,PayPal,unfulfilled,0
SH_1000313,CUST_03128,PROD_837,2025-04-14 20:58:34,4,180.36,0.0,10.0,129.86,Gift Card,fulfilled,0
SH_1000314,CUST_04121,PROD_754,2025-04-12 19:13:55,4,163.0,0.0,5.0,117.36,Credit Card,cancelled,0
SH_1000315,CUST_09196,PROD_555,2025-05-04 04:36:01,5,199.03,149.27,0.0,152.26,PayPal,fulfilled,0
SH_1000316,CUST_04814,PROD_718,2026-01-17 13:23:10,3,124.83,74.9,5.0,53.93,UPI,cancelled,0
SH_1000317,CUST_04067,PROD_937,2025-08-17 16:23:45,3,236.89,0.0,0.0,127.92,UPI,fulfilled,0
SH_1000318,CUST_04704,PROD_234,2025-08-30 00:53:06,3,90.09,40.54,0.0,41.35,PayPal,cancelled,0
SH_1000319,CUST_01704,PROD_632,2025-09-09 10:25:43,2,162.5,65.0,5.0,46.8,Apple Pay,cancelled,0
SH_1000320,CUST_01218,PROD_859,2025-08-20 16:25:34,3,253.18,0.0,10.0,136.72,PayPal,unfulfilled,0
SH_1000321,CUST_02298,PROD_576,2026-04-09 10:35:51,5,120.68,0.0,5.0,108.61,UPI,cancelled,0
SH_1000322,CUST_02884,PROD_795,2025-12-30 12:21:01,1,155.4,0.0,0.0,27.97,Apple Pay,fulfilled,0
SH_1000323,CUST_00435,PROD_486,2026-04-25 23:56:43,5,193.56,193.56,5.0,139.36,Credit Card,fulfilled,0
SH_1000324,CUST_08346,PROD_053,2026-01-08 17:35:10,2,70.29,28.12,10.0,20.24,Gift Card,fulfilled,0
SH_1000325,CUST_03439,PROD_148,2025-06-21 14:33:59,4,49.31,19.72,5.0,31.95,Gift Card,cancelled,0
SH_1000326,CUST_03359,PROD_536,2025-03-10 18:11:20,2,149.3,44.79,0.0,45.69,Apple Pay,fulfilled,0
SH_1000327,CUST_09230,PROD_899,2025-11-30 02:15:42,2,15.22,0.0,5.0,5.48,Apple Pay,cancelled,0
SH_1000328,CUST_04288,PROD_477,2025-04-26 04:31:42,4,116.43,0.0,10.0,83.83,Apple Pay,cancelled,0
SH_1000329,CUST_08029,PROD_251,2025-06-22 23:24:30,4,141.71,0.0,10.0,102.03,Gift Card,fulfilled,0
SH_1000330,CUST_05011,PROD_729,2025-03-18 03:30:18,5,175.98,131.98,0.0,134.63,PayPal,unfulfilled,0
SH_1000331,CUST_00388,PROD_009,2025-10-03 08:22:58,1,33.63,6.73,0.0,4.84,Apple Pay,fulfilled,0
SH_1000332,CUST_06082,PROD_932,2025-12-01 16:42:01,3,116.04,52.22,0.0,53.26,Credit Card,fulfilled,0
SH_1000333,CUST_06512,PROD_657,2025-05-15 21:42:30,1,141.14,0.0,5.0,25.41,UPI,unfulfilled,0
SH_1000334,CUST_05707,PROD_119,2026-01-02 02:47:06,1,32.67,4.9,10.0,5.0,Gift Card,fulfilled,0
SH_1000335,CUST_07430,PROD_287,2025-09-29 01:21:34,2,96.6,0.0,5.0,34.78,UPI,unfulfilled,0
SH_1000336,CUST_00744,PROD_192,2025-07-03 23:16:47,5,261.72,261.72,10.0,188.44,Credit Card,cancelled,0
SH_1000337,CUST_04723,PROD_318,2025-09-16 02:05:47,5,184.5,184.5,5.0,132.84,UPI,cancelled,0
SH_1000338,CUST_02845,PROD_515,2026-06-04 06:55:24,2,288.34,57.67,10.0,93.42,Credit Card,fulfilled,0
SH_1000339,CUST_04513,PROD_967,2025-10-04 07:37:59,2,169.55,67.82,10.0,48.83,UPI,fulfilled,0
SH_1000340,CUST_09966,PROD_338,2025-09-11 00:47:57,1,206.9,0.0,5.0,37.24,Gift Card,unfulfilled,0
SH_1000341,CUST_08734,PROD_980,2025-11-30 02:11:29,3,188.67,0.0,10.0,101.88,Credit Card,fulfilled,0
SH_1000342,CUST_01807,PROD_456,2025-02-18 11:41:27,1,123.57,12.36,0.0,20.02,UPI,cancelled,0
SH_1000343,CUST_05656,PROD_481,2025-04-09 02:14:48,5,307.2,0.0,0.0,276.48,PayPal,fulfilled,0
SH_1000344,CUST_03505,PROD_007,2025-12-19 00:56:26,4,189.45,113.67,0.0,115.94,Credit Card,fulfilled,0
SH_1000345,CUST_04363,PROD_798,2025-04-21 11:08:27,5,226.72,0.0,10.0,204.05,Gift Card,fulfilled,0
SH_1000346,CUST_07241,PROD_235,2026-01-13 18:55:42,4,130.6,0.0,10.0,94.03,UPI,fulfilled,0
SH_1000347,CUST_00578,PROD_556,2025-07-26 07:41:11,5,177.27,177.27,10.0,127.63,Credit Card,cancelled,0
SH_1000348,CUST_04931,PROD_885,2026-01-25 07:43:45,5,118.04,59.02,0.0,95.61,Gift Card,fulfilled,0
SH_1000349,CUST_06055,PROD_546,2025-03-13 12:59:13,1,83.25,0.0,10.0,14.98,UPI,cancelled,0
SH_1000350,CUST_01857,PROD_476,2025-02-18 21:16:33,1,173.96,0.0,0.0,31.31,Credit Card,fulfilled,0
SH_1000351,CUST_06339,PROD_603,2025-08-19 14:02:19,1,140.04,0.0,5.0,25.21,Apple Pay,fulfilled,0
SH_1000352,CUST_08822,PROD_827,2025-03-04 03:00:36,3,115.55,34.66,5.0,56.16,UPI,cancelled,0
SH_1000353,CUST_03671,PROD_503,2025-05-21 20:54:20,5,160.45,0.0,0.0,144.41,UPI,fulfilled,0
SH_1000354,CUST_04497,PROD_307,2026-03-25 17:10:08,1,43.32,0.0,0.0,7.8,Apple Pay,unfulfilled,0
SH_1000355,CUST_00244,PROD_991,2026-01-25 07:17:58,1,81.1,16.22,10.0,11.68,Gift Card,fulfilled,0
SH_1000356,CUST_04491,PROD_304,2025-02-24 10:52:19,4,200.26,160.21,5.0,115.35,Credit Card,fulfilled,0
SH_1000357,CUST_03566,PROD_183,2025-05-13 19:14:47,3,241.33,72.4,5.0,117.29,Gift Card,fulfilled,0
SH_1000358,CUST_08512,PROD_887,2025-02-01 21:35:10,3,81.36,0.0,0.0,43.93,Gift Card,fulfilled,0
SH_1000359,CUST_08972,PROD_736,2025-11-28 04:28:07,3,61.92,0.0,10.0,33.44,Gift Card,fulfilled,0
SH_1000360,CUST_09124,PROD_898,2025-07-03 17:09:18,3,194.22,87.4,10.0,89.15,Gift Card,fulfilled,0
SH_1000361,CUST_05020,PROD_073,2025-04-06 23:54:49,3,47.48,0.0,5.0,25.64,Credit Card,fulfilled,0
SH_1000362,CUST_05289,PROD_938,2026-04-12 09:11:58,3,86.02,25.81,0.0,41.8,Gift Card,fulfilled,1
SH_1000363,CUST_07964,PROD_268,2025-07-16 03:25:33,5,18.78,9.39,5.0,15.21,Gift Card,fulfilled,0
SH_1000364,CUST_01077,PROD_911,2026-02-28 05:44:14,5,16.12,0.0,5.0,14.51,Credit Card,fulfilled,0
SH_1000365,CUST_01388,PROD_204,2025-09-07 00:09:17,1,7.88,1.58,10.0,1.13,Apple Pay,fulfilled,0
SH_1000366,CUST_05112,PROD_086,2025-06-17 18:13:04,1,239.78,0.0,0.0,43.16,Apple Pay,fulfilled,0
SH_1000367,CUST_01771,PROD_319,2026-06-04 04:36:18,1,220.64,22.06,5.0,35.74,UPI,fulfilled,0
SH_1000368,CUST_07794,PROD_914,2026-02-22 16:31:32,5,61.6,30.8,0.0,49.9,PayPal,fulfilled,0
SH_1000369,CUST_09679,PROD_660,2026-03-17 02:49:58,5,120.2,120.2,0.0,86.54,Apple Pay,fulfilled,0
SH_1000370,CUST_05028,PROD_201,2026-02-07 20:34:50,3,266.02,0.0,5.0,143.65,Apple Pay,fulfilled,0
SH_1000371,CUST_08054,PROD_614,2025-08-01 00:29:11,5,138.52,0.0,5.0,124.67,PayPal,fulfilled,0
SH_1000372,CUST_06304,PROD_882,2025-06-21 04:06:42,5,26.38,0.0,0.0,23.74,Gift Card,fulfilled,0
SH_1000373,CUST_09127,PROD_766,2025-08-25 00:29:43,2,185.31,37.06,0.0,60.04,Apple Pay,fulfilled,0
SH_1000374,CUST_03386,PROD_402,2025-04-26 04:53:38,2,139.41,0.0,5.0,50.19,UPI,cancelled,0
SH_1000375,CUST_00198,PROD_631,2025-11-11 17:56:45,5,47.47,0.0,10.0,42.72,Credit Card,unfulfilled,0
SH_1000376,CUST_08997,PROD_933,2026-01-13 00:50:58,2,137.91,55.16,0.0,39.72,Apple Pay,fulfilled,0
SH_1000377,CUST_03524,PROD_566,2026-06-07 03:43:14,5,241.55,0.0,10.0,217.39,UPI,fulfilled,0
SH_1000378,CUST_06390,PROD_128,2025-12-10 08:08:10,2,111.02,0.0,5.0,39.97,UPI,fulfilled,0
SH_1000379,CUST_02437,PROD_701,2025-03-06 15:12:22,2,40.14,12.04,0.0,12.28,UPI,cancelled,0
SH_1000380,CUST_07505,PROD_263,2026-05-07 04:36:40,5,191.1,0.0,5.0,171.99,Apple Pay,fulfilled,0
SH_1000381,CUST_00028,PROD_161,2025-12-20 23:38:15,3,57.5,0.0,0.0,31.05,PayPal,fulfilled,0
SH_1000382,CUST_04791,PROD_560,2026-02-13 23:08:34,4,19.3,7.72,5.0,12.51,UPI,fulfilled,0
SH_1000383,CUST_05489,PROD_849,2026-04-07 18:43:06,1,198.06,19.81,10.0,32.09,Gift Card,unfulfilled,0
SH_1000384,CUST_08492,PROD_006,2025-02-23 01:07:39,1,139.92,27.98,5.0,20.15,Credit Card,cancelled,0
SH_1000385,CUST_06719,PROD_763,2026-06-15 14:58:06,1,167.2,33.44,10.0,24.08,Apple Pay,fulfilled,0
SH_1000386,CUST_06824,PROD_311,2026-04-14 19:52:12,2,168.14,0.0,5.0,60.53,Apple Pay,cancelled,0
SH_1000387,CUST_07018,PROD_934,2026-03-28 16:08:31,4,278.02,166.81,5.0,170.15,Credit Card,fulfilled,0
SH_1000388,CUST_03215,PROD_101,2025-12-27 11:11:18,2,190.18,57.05,10.0,58.2,Credit Card,fulfilled,0
SH_1000389,CUST_03880,PROD_343,2025-02-16 06:02:02,2,264.13,0.0,0.0,95.09,Credit Card,fulfilled,0
SH_1000390,CUST_04849,PROD_596,2025-09-23 13:26:09,5,189.43,0.0,5.0,170.49,Apple Pay,fulfilled,0
SH_1000391,CUST_09123,PROD_987,2025-12-29 03:43:11,2,138.12,27.62,0.0,44.75,UPI,fulfilled,0
SH_1000392,CUST_03640,PROD_141,2025-04-23 16:03:57,5,43.49,43.49,10.0,31.31,Gift Card,fulfilled,0
SH_1000393,CUST_07024,PROD_130,2026-03-13 05:50:30,1,60.55,0.0,5.0,10.9,Apple Pay,fulfilled,0
SH_1000394,CUST_04281,PROD_719,2025-07-30 21:16:10,2,200.44,0.0,0.0,72.16,PayPal,cancelled,0
SH_1000395,CUST_06819,PROD_290,2026-03-13 19:41:31,3,282.02,0.0,0.0,152.29,Apple Pay,unfulfilled,0
SH_1000396,CUST_01148,PROD_864,2025-03-04 04:01:51,3,154.55,0.0,10.0,83.46,Credit Card,fulfilled,0
SH_1000397,CUST_04923,PROD_078,2025-08-09 21:25:50,1,214.01,0.0,5.0,38.52,UPI,cancelled,0
SH_1000398,CUST_04083,PROD_850,2025-02-01 06:50:20,5,117.87,58.94,10.0,95.47,Credit Card,unfulfilled,0
SH_1000399,CUST_02609,PROD_333,2026-01-10 10:01:23,5,206.74,155.06,5.0,158.16,UPI,fulfilled,0
SH_1000400,CUST_04024,PROD_082,2025-10-26 22:38:54,1,136.43,20.46,5.0,20.87,Credit Card,fulfilled,0
SH_1000401,CUST_06182,PROD_265,2026-04-17 10:42:17,4,93.56,56.14,0.0,57.26,Credit Card,unfulfilled,0
SH_1000402,CUST_08809,PROD_202,2025-07-19 02:07:40,4,273.72,218.98,5.0,157.66,PayPal,unfulfilled,0
SH_1000403,CUST_07565,PROD_580,2025-03-18 15:42:46,1,27.77,0.0,5.0,5.0,PayPal,fulfilled,0
SH_1000404,CUST_00907,PROD_232,2026-04-25 06:30:19,3,88.35,26.5,10.0,42.94,UPI,cancelled,0
SH_1000405,CUST_07735,PROD_561,2026-05-12 06:29:08,5,227.68,170.76,0.0,174.18,PayPal,fulfilled,0
SH_1000406,CUST_01063,PROD_884,2026-04-12 01:08:47,3,52.17,15.65,5.0,25.35,Apple Pay,fulfilled,0
SH_1000407,CUST_03794,PROD_612,2025-09-07 14:01:17,5,232.42,0.0,10.0,209.18,Credit Card,fulfilled,0
SH_1000408,CUST_03736,PROD_898,2025-12-08 20:38:41,3,194.22,0.0,5.0,104.88,Apple Pay,unfulfilled,0
SH_1000409,CUST_09798,PROD_846,2025-07-14 23:30:25,3,312.23,140.5,10.0,143.31,PayPal,fulfilled,0
SH_1000410,CUST_09539,PROD_228,2025-06-16 17:16:21,3,206.63,0.0,0.0,111.58,Gift Card,unfulfilled,0
SH_1000411,CUST_04785,PROD_658,2026-05-13 23:18:58,2,253.45,0.0,5.0,91.24,UPI,fulfilled,0
SH_1000412,CUST_05679,PROD_648,2026-01-14 21:13:56,2,183.04,0.0,5.0,65.89,Credit Card,fulfilled,0
SH_1000413,CUST_03291,PROD_854,2026-06-02 12:44:58,5,199.42,0.0,0.0,179.48,Gift Card,cancelled,0
SH_1000414,CUST_06357,PROD_677,2025-10-30 23:53:21,3,233.77,140.26,5.0,100.99,UPI,unfulfilled,0
SH_1000415,CUST_01618,PROD_869,2026-02-18 09:19:19,4,31.98,19.19,10.0,19.57,Credit Card,fulfilled,0
SH_1000416,CUST_05712,PROD_121,2025-09-19 02:55:26,2,133.32,40.0,0.0,40.8,Gift Card,fulfilled,0
SH_1000417,CUST_03713,PROD_313,2025-06-22 15:28:53,1,140.85,0.0,5.0,25.35,Apple Pay,fulfilled,0
SH_1000418,CUST_05850,PROD_500,2025-05-08 08:48:11,3,128.66,77.2,0.0,55.58,Credit Card,cancelled,0
SH_1000419,CUST_08143,PROD_125,2025-07-06 02:17:45,2,223.58,0.0,0.0,80.49,Credit Card,cancelled,0
SH_1000420,CUST_09744,PROD_821,2025-08-27 09:32:12,1,51.04,0.0,0.0,9.19,Credit Card,fulfilled,0
SH_1000421,CUST_04795,PROD_929,2025-09-08 18:37:35,3,287.34,86.2,10.0,139.65,Credit Card,unfulfilled,0
SH_1000422,CUST_06853,PROD_257,2025-09-21 04:37:45,2,81.22,0.0,0.0,29.24,UPI,unfulfilled,0
SH_1000423,CUST_03131,PROD_892,2025-07-25 04:53:56,5,112.18,0.0,10.0,100.96,Credit Card,unfulfilled,0
SH_1000424,CUST_02741,PROD_764,2025-08-13 04:47:30,5,102.76,0.0,0.0,92.48,UPI,fulfilled,0
SH_1000425,CUST_01041,PROD_806,2025-05-30 00:36:38,1,224.87,33.73,5.0,34.41,Gift Card,fulfilled,0
SH_1000426,CUST_09948,PROD_840,2026-01-15 02:11:53,3,89.16,0.0,0.0,48.15,Gift Card,fulfilled,0
SH_1000427,CUST_01681,PROD_434,2025-08-16 21:40:31,3,208.04,93.62,0.0,95.49,Credit Card,cancelled,0
SH_1000428,CUST_09183,PROD_950,2026-06-02 01:02:57,1,115.42,0.0,5.0,20.78,Gift Card,fulfilled,0
SH_1000429,CUST_07700,PROD_768,2025-08-27 23:32:59,2,281.63,0.0,0.0,101.39,PayPal,cancelled,0
SH_1000430,CUST_06623,PROD_177,2025-12-06 00:06:04,4,118.43,0.0,5.0,85.27,Gift Card,fulfilled,0
