amazon_order_id,customer_id,product_id,purchase_date,quantity,item_price,shipping_price,gift_wrap_price,item_tax,ship_service_level,ship_city,ship_state
AMZ-776-1370627-7627006,CUST_04507,PROD_612,2025-08-13T09:28:46Z,2,232.42,0.0,2.99,55.78,SecondDay,Mumbai,MH
AMZ-316-3742311-9351639,CUST_04938,PROD_459,2025-06-15T05:12:08Z,1,160.83,0.0,0.0,19.3,SecondDay,Houston,TX
AMZ-190-9758358-3804088,CUST_05713,PROD_265,2025-03-19T16:58:43Z,3,93.56,5.99,0.0,33.68,Expedited,Seattle,WA
AMZ-510-6533732-3113281,CUST_04724,PROD_625,2025-09-18T00:16:43Z,3,177.56,0.0,0.0,63.92,Standard,Delhi,DL
AMZ-544-5814267-5173655,CUST_08976,PROD_763,2025-10-16T22:13:49Z,1,167.2,5.99,2.99,20.06,Standard,Seattle,WA
AMZ-319-8850337-8901357,CUST_05265,PROD_825,2025-11-01T22:03:27Z,3,106.27,0.0,0.0,38.26,SecondDay,Houston,TX
AMZ-985-3447175-1889749,CUST_09707,PROD_275,2025-08-31T06:34:16Z,1,205.38,3.99,0.0,24.65,Standard,Mumbai,MH
AMZ-273-4619405-1616559,CUST_09992,PROD_593,2025-06-19T04:32:55Z,3,12.21,3.99,0.0,4.4,SecondDay,Seattle,WA
AMZ-100-3889349-7142194,CUST_05838,PROD_188,2025-05-17T18:10:47Z,3,255.01,3.99,0.0,91.8,Standard,New York,NY
AMZ-634-9651665-2663923,CUST_04729,PROD_863,2025-11-01T07:43:13Z,2,222.72,0.0,0.0,53.45,Expedited,Delhi,DL
AMZ-332-4988497-3205008,CUST_01740,PROD_865,2026-04-24T21:39:08Z,1,187.66,5.99,2.99,22.52,Expedited,Houston,TX
AMZ-213-2604422-2735222,CUST_04166,PROD_316,2025-12-09T07:26:00Z,2,126.74,5.99,2.99,30.42,Standard,Mumbai,MH
AMZ-543-2601772-4571120,CUST_06160,PROD_672,2025-10-03T09:02:34Z,1,28.15,3.99,0.0,3.38,Expedited,Bangalore,KA
AMZ-926-2181893-4358237,CUST_06972,PROD_153,2025-08-27T22:09:38Z,1,63.94,0.0,0.0,7.67,SecondDay,Bangalore,KA
AMZ-794-2827614-6152995,CUST_00335,PROD_586,2025-02-27T10:29:12Z,3,272.14,3.99,2.99,97.97,Standard,New York,NY
AMZ-626-4466739-8706657,CUST_03549,PROD_470,2025-02-22T05:29:42Z,3,54.33,3.99,0.0,19.56,SecondDay,Mumbai,MH
AMZ-825-1783883-9187815,CUST_08356,PROD_109,2026-03-13T05:34:39Z,1,133.68,0.0,0.0,16.04,SecondDay,New York,NY
AMZ-918-6271034-6000693,CUST_08839,PROD_465,2025-08-07T20:36:56Z,2,142.74,3.99,0.0,34.26,SecondDay,Delhi,DL
AMZ-369-5813963-3696814,CUST_02288,PROD_865,2025-09-14T14:12:36Z,2,187.66,0.0,0.0,45.04,Expedited,Houston,TX
AMZ-240-2776116-4257951,CUST_05924,PROD_140,2026-04-22T20:29:08Z,3,137.28,0.0,2.99,49.42,SecondDay,Seattle,WA
AMZ-311-8370358-2035139,CUST_07402,PROD_535,2025-02-19T03:19:26Z,3,167.45,5.99,0.0,60.28,Standard,Bangalore,KA
AMZ-721-1512556-7890605,CUST_05211,PROD_559,2026-03-20T14:15:05Z,3,221.9,3.99,0.0,79.88,Standard,Delhi,DL
AMZ-784-5445312-1302416,CUST_07146,PROD_383,2025-11-08T08:10:59Z,1,55.15,3.99,0.0,6.62,Standard,Seattle,WA
AMZ-549-7629727-1887644,CUST_06368,PROD_537,2025-10-28T08:04:41Z,2,115.73,3.99,2.99,27.78,Expedited,Delhi,DL
AMZ-621-6295703-1480429,CUST_07642,PROD_436,2025-07-29T20:59:29Z,3,188.39,0.0,0.0,67.82,Standard,New York,NY
AMZ-137-7072409-8837570,CUST_08865,PROD_157,2025-02-04T06:15:15Z,1,64.19,3.99,0.0,7.7,Standard,Bangalore,KA
AMZ-622-9730891-4525970,CUST_07992,PROD_797,2025-07-22T21:58:32Z,3,142.08,5.99,0.0,51.15,Standard,Mumbai,MH
AMZ-812-1653799-9082733,CUST_05234,PROD_871,2025-09-03T09:31:02Z,3,73.52,0.0,0.0,26.47,Standard,New York,NY
AMZ-549-7801361-6956244,CUST_00349,PROD_246,2026-04-23T17:39:05Z,1,33.32,5.99,2.99,4.0,SecondDay,Delhi,DL
AMZ-271-5314046-8183892,CUST_04430,PROD_765,2025-05-11T13:49:55Z,3,148.22,0.0,0.0,53.36,Expedited,Seattle,WA
AMZ-233-3633541-8317517,CUST_00978,PROD_466,2026-02-24T13:02:24Z,1,92.68,3.99,0.0,11.12,SecondDay,New York,NY
AMZ-411-1518063-3109089,CUST_03490,PROD_655,2026-03-18T05:33:20Z,3,62.57,0.0,2.99,22.53,Expedited,Mumbai,MH
AMZ-391-5494113-4806786,CUST_03726,PROD_543,2026-06-02T08:01:03Z,1,38.04,0.0,2.99,4.56,Standard,Houston,TX
AMZ-295-5022291-6940871,CUST_08141,PROD_584,2026-05-03T07:19:43Z,1,230.61,3.99,0.0,27.67,Standard,Mumbai,MH
AMZ-104-2097394-2039284,CUST_02232,PROD_829,2025-07-08T07:01:13Z,2,89.76,3.99,2.99,21.54,Standard,Delhi,DL
AMZ-379-3052599-6795915,CUST_07802,PROD_804,2025-09-11T04:17:52Z,1,38.84,0.0,0.0,4.66,Expedited,Bangalore,KA
AMZ-733-6276541-2122864,CUST_02298,PROD_575,2025-08-08T15:50:39Z,2,188.37,0.0,0.0,45.21,Expedited,Mumbai,MH
AMZ-528-7098001-9884204,CUST_08100,PROD_431,2025-11-17T18:22:43Z,3,57.14,5.99,0.0,20.57,Standard,Mumbai,MH
AMZ-676-4440145-6140326,CUST_03470,PROD_781,2025-06-24T23:28:08Z,2,103.31,0.0,0.0,24.79,Expedited,Mumbai,MH
AMZ-938-9663473-5609279,CUST_01987,PROD_032,2025-10-21T14:24:45Z,1,100.89,0.0,0.0,12.11,Expedited,Houston,TX
AMZ-874-8683075-3435699,CUST_01274,PROD_965,2026-04-07T19:27:20Z,1,237.77,3.99,0.0,28.53,Standard,Seattle,WA
AMZ-255-6629776-4191387,CUST_04829,PROD_765,2025-09-26T05:44:32Z,1,148.22,0.0,0.0,17.79,SecondDay,Bangalore,KA
AMZ-532-5290996-3906340,CUST_05200,PROD_524,2025-02-25T05:48:07Z,2,144.91,5.99,2.99,34.78,Expedited,Mumbai,MH
AMZ-893-1006825-5079616,CUST_03892,PROD_804,2025-12-02T22:22:42Z,3,38.84,5.99,0.0,13.98,Standard,Delhi,DL
AMZ-259-3855806-9308224,CUST_04192,PROD_743,2025-08-21T08:48:20Z,1,112.21,3.99,2.99,13.47,Standard,Bangalore,KA
AMZ-396-8376233-2221605,CUST_05523,PROD_835,2025-06-03T02:56:08Z,2,129.35,3.99,2.99,31.04,Standard,Seattle,WA
AMZ-621-4952138-9631076,CUST_02262,PROD_337,2026-06-03T15:28:25Z,2,66.12,0.0,0.0,15.87,SecondDay,Seattle,WA
AMZ-949-8598301-6130222,CUST_06882,PROD_010,2025-08-15T21:41:02Z,2,232.16,5.99,2.99,55.72,Expedited,Bangalore,KA
AMZ-777-1986856-2968666,CUST_00081,PROD_592,2026-02-21T06:30:49Z,2,163.63,3.99,0.0,39.27,Standard,Seattle,WA
AMZ-738-9757479-8377766,CUST_08856,PROD_699,2025-06-13T23:53:04Z,1,170.51,3.99,2.99,20.46,SecondDay,New York,NY
AMZ-699-6252061-9791763,CUST_07905,PROD_711,2026-04-02T03:47:08Z,3,172.56,3.99,0.0,62.12,Expedited,New York,NY
AMZ-983-4513211-8383368,CUST_04573,PROD_186,2026-05-01T21:55:19Z,1,221.05,5.99,0.0,26.53,Standard,Bangalore,KA
AMZ-720-5466812-1391624,CUST_05457,PROD_567,2026-04-04T15:25:56Z,2,272.73,3.99,0.0,65.46,Standard,Mumbai,MH
AMZ-210-8156614-8011477,CUST_05674,PROD_687,2025-04-18T22:07:58Z,3,96.62,0.0,2.99,34.78,Standard,Bangalore,KA
AMZ-337-1641920-2033418,CUST_09327,PROD_156,2025-06-11T02:29:53Z,2,197.06,0.0,0.0,47.29,Standard,Houston,TX
AMZ-629-9335640-7832964,CUST_03487,PROD_202,2025-06-21T17:50:24Z,2,273.72,0.0,0.0,65.69,Expedited,Delhi,DL
AMZ-813-3304894-8949376,CUST_08044,PROD_387,2025-05-20T06:38:31Z,1,83.57,5.99,0.0,10.03,Expedited,Seattle,WA
AMZ-290-7615038-8660420,CUST_09027,PROD_485,2025-02-07T10:59:52Z,1,107.19,0.0,2.99,12.86,Expedited,New York,NY
AMZ-334-9984696-6481557,CUST_02986,PROD_187,2026-02-01T04:00:02Z,2,171.29,0.0,0.0,41.11,Expedited,Mumbai,MH
AMZ-416-7762103-3750999,CUST_01490,PROD_092,2026-03-01T19:13:00Z,2,235.82,0.0,0.0,56.6,Expedited,Houston,TX
AMZ-535-3476969-2607911,CUST_09428,PROD_493,2025-10-04T12:53:45Z,2,92.7,0.0,0.0,22.25,SecondDay,Houston,TX
AMZ-265-7642420-1377636,CUST_00421,PROD_313,2025-10-06T19:51:10Z,2,140.85,3.99,0.0,33.8,Standard,New York,NY
AMZ-650-3349074-2414195,CUST_06618,PROD_717,2026-03-24T09:18:40Z,3,39.79,0.0,0.0,14.32,SecondDay,Seattle,WA
AMZ-505-9053162-8833372,CUST_08833,PROD_879,2026-03-31T02:27:10Z,3,67.75,0.0,0.0,24.39,Standard,Bangalore,KA
AMZ-679-3134283-1203051,CUST_07768,PROD_111,2026-02-02T20:44:17Z,3,70.85,0.0,0.0,25.51,SecondDay,Delhi,DL
AMZ-154-7182839-3946977,CUST_08482,PROD_649,2026-01-12T15:53:11Z,1,117.37,5.99,0.0,14.08,SecondDay,Delhi,DL
AMZ-136-6258086-2964741,CUST_04141,PROD_556,2025-08-29T02:46:01Z,2,177.27,5.99,0.0,42.54,Expedited,Delhi,DL
AMZ-932-1219845-2558755,CUST_05754,PROD_246,2025-11-17T08:48:24Z,3,33.32,0.0,2.99,12.0,SecondDay,New York,NY
AMZ-472-1818997-4405023,CUST_05622,PROD_868,2026-04-03T08:40:08Z,1,203.35,0.0,0.0,24.4,Expedited,New York,NY
AMZ-718-1753122-1535475,CUST_05177,PROD_498,2025-03-19T14:30:24Z,3,108.39,3.99,0.0,39.02,SecondDay,Delhi,DL
AMZ-280-7575448-2082578,CUST_05349,PROD_786,2025-12-23T21:08:48Z,1,161.8,5.99,0.0,19.42,SecondDay,Houston,TX
AMZ-797-4036633-4169026,CUST_08895,PROD_187,2026-01-19T19:02:02Z,1,171.29,0.0,0.0,20.55,Standard,Houston,TX
AMZ-700-4710059-9075987,CUST_08009,PROD_867,2025-06-11T03:26:40Z,3,16.31,0.0,2.99,5.87,SecondDay,Mumbai,MH
AMZ-908-4591557-3665951,CUST_08932,PROD_724,2025-09-18T14:32:42Z,1,111.96,5.99,0.0,13.44,Standard,Seattle,WA
AMZ-975-6336097-4517844,CUST_06688,PROD_935,2025-02-03T17:16:30Z,3,225.93,5.99,2.99,81.33,Expedited,Seattle,WA
AMZ-196-2921155-8614576,CUST_09453,PROD_788,2026-03-14T02:18:13Z,1,161.35,0.0,0.0,19.36,Standard,Delhi,DL
AMZ-998-5475177-4694086,CUST_06186,PROD_138,2026-05-22T19:25:19Z,3,169.43,0.0,0.0,60.99,Standard,Delhi,DL
AMZ-727-5892683-4095182,CUST_07656,PROD_159,2026-03-05T05:55:39Z,3,81.05,0.0,2.99,29.18,SecondDay,Seattle,WA
AMZ-239-2722234-3261914,CUST_03654,PROD_987,2025-02-26T10:47:15Z,2,138.12,5.99,0.0,33.15,Standard,Delhi,DL
AMZ-582-8206260-9712052,CUST_01740,PROD_228,2025-11-10T17:24:02Z,3,206.63,0.0,0.0,74.39,SecondDay,Houston,TX
AMZ-618-1334470-4578671,CUST_01008,PROD_529,2025-10-07T03:32:23Z,3,34.24,5.99,0.0,12.33,Standard,Seattle,WA
AMZ-989-3774019-5318426,CUST_05704,PROD_932,2025-09-13T03:05:35Z,1,116.04,3.99,0.0,13.92,SecondDay,Mumbai,MH
AMZ-305-6524386-4157477,CUST_05909,PROD_278,2025-08-01T15:48:20Z,3,46.85,0.0,2.99,16.87,Expedited,Mumbai,MH
AMZ-744-8613792-6632334,CUST_03266,PROD_621,2026-03-09T08:22:48Z,3,84.01,5.99,0.0,30.24,Standard,New York,NY
AMZ-182-3236357-5550396,CUST_07540,PROD_004,2025-07-13T15:58:16Z,1,14.97,0.0,0.0,1.8,Standard,Bangalore,KA
AMZ-777-4429537-5951947,CUST_01565,PROD_105,2026-05-15T22:21:57Z,1,52.87,0.0,0.0,6.34,Expedited,Seattle,WA
AMZ-258-7659930-4551483,CUST_05839,PROD_086,2026-06-15T07:35:16Z,2,239.78,0.0,2.99,57.55,Expedited,Seattle,WA
AMZ-842-3038107-7137679,CUST_07812,PROD_807,2025-05-29T06:54:21Z,2,96.09,0.0,0.0,23.06,SecondDay,Delhi,DL
AMZ-180-3563573-2083441,CUST_05981,PROD_229,2025-05-03T09:51:12Z,2,129.8,3.99,0.0,31.15,SecondDay,Delhi,DL
AMZ-804-7807154-3540204,CUST_04049,PROD_758,2025-10-04T20:02:48Z,3,112.32,5.99,2.99,40.44,SecondDay,Delhi,DL
AMZ-754-1763691-6109531,CUST_04466,PROD_474,2025-09-20T18:34:15Z,3,207.31,0.0,2.99,74.63,Expedited,Bangalore,KA
AMZ-685-2645562-6213543,CUST_01538,PROD_721,2026-05-03T06:14:22Z,1,220.49,0.0,0.0,26.46,Expedited,Bangalore,KA
AMZ-308-7152516-2344943,CUST_07972,PROD_915,2025-11-05T10:39:10Z,2,179.22,0.0,0.0,43.01,Expedited,Bangalore,KA
AMZ-808-2869075-9760815,CUST_00252,PROD_002,2025-11-26T07:07:49Z,2,96.56,3.99,0.0,23.17,Standard,Delhi,DL
AMZ-495-3065038-8401541,CUST_07705,PROD_873,2025-11-11T06:38:01Z,2,216.84,5.99,0.0,52.04,SecondDay,Bangalore,KA
AMZ-530-5818638-2054986,CUST_00252,PROD_304,2025-12-11T17:45:29Z,3,200.26,5.99,0.0,72.09,SecondDay,Bangalore,KA
AMZ-647-9356061-9733032,CUST_08036,PROD_676,2026-05-25T15:32:18Z,3,133.28,5.99,2.99,47.98,SecondDay,Delhi,DL
AMZ-173-6405190-8759590,CUST_01814,PROD_718,2025-06-11T03:03:31Z,2,124.83,0.0,2.99,29.96,SecondDay,Seattle,WA
AMZ-226-3773666-1258818,CUST_07033,PROD_631,2025-11-29T23:57:20Z,2,47.47,0.0,0.0,11.39,SecondDay,Bangalore,KA
AMZ-136-3724192-3984318,CUST_00829,PROD_294,2025-11-11T20:09:00Z,3,29.8,5.99,0.0,10.73,Expedited,Delhi,DL
AMZ-750-8357597-6500308,CUST_09944,PROD_880,2025-10-26T21:38:17Z,3,28.41,3.99,0.0,10.23,Standard,Delhi,DL
AMZ-548-9032285-3798284,CUST_05616,PROD_763,2026-01-20T16:48:55Z,3,167.2,0.0,2.99,60.19,SecondDay,New York,NY
AMZ-751-3694750-6548236,CUST_06045,PROD_948,2025-10-12T23:50:22Z,3,188.32,0.0,0.0,67.8,SecondDay,New York,NY
AMZ-975-6020155-3010151,CUST_09511,PROD_800,2026-05-24T16:23:45Z,2,160.84,0.0,0.0,38.6,Expedited,Houston,TX
AMZ-469-7133917-4800352,CUST_04642,PROD_384,2025-12-28T03:02:28Z,1,82.83,0.0,2.99,9.94,Standard,Mumbai,MH
AMZ-551-6418684-5241398,CUST_01068,PROD_162,2025-03-07T21:41:06Z,1,171.92,5.99,0.0,20.63,SecondDay,Mumbai,MH
AMZ-594-1934705-1190071,CUST_09840,PROD_312,2026-02-16T18:22:51Z,3,18.86,0.0,0.0,6.79,SecondDay,New York,NY
AMZ-652-6314842-4350602,CUST_02813,PROD_125,2025-11-24T15:32:25Z,2,223.58,0.0,0.0,53.66,SecondDay,Delhi,DL
AMZ-220-2810498-8151776,CUST_09279,PROD_182,2026-05-18T19:21:19Z,2,136.02,3.99,2.99,32.64,SecondDay,Delhi,DL
AMZ-557-2595944-5366580,CUST_05291,PROD_471,2026-04-28T23:07:03Z,3,179.6,0.0,0.0,64.66,SecondDay,Delhi,DL
AMZ-423-7730486-2125110,CUST_05274,PROD_805,2025-05-01T04:40:44Z,3,94.53,0.0,0.0,34.03,Expedited,Houston,TX
AMZ-199-2524774-2201498,CUST_04687,PROD_785,2025-02-03T10:44:18Z,2,226.38,3.99,2.99,54.33,Standard,Bangalore,KA
AMZ-315-3086399-5721134,CUST_01744,PROD_523,2025-10-07T18:18:16Z,2,248.26,0.0,2.99,59.58,Standard,New York,NY
AMZ-351-4612120-1661105,CUST_08544,PROD_696,2025-05-11T15:40:30Z,1,168.53,3.99,2.99,20.22,Expedited,Houston,TX
AMZ-270-3657543-8191235,CUST_02356,PROD_372,2026-05-23T16:31:27Z,3,70.06,0.0,2.99,25.22,SecondDay,Houston,TX
AMZ-295-3912175-8507151,CUST_00042,PROD_988,2025-06-21T14:07:13Z,3,124.21,3.99,2.99,44.72,Expedited,Seattle,WA
AMZ-668-4850833-3700757,CUST_04771,PROD_817,2026-05-30T01:03:28Z,1,266.96,0.0,2.99,32.04,SecondDay,Delhi,DL
AMZ-948-3274508-3901232,CUST_00219,PROD_333,2025-10-17T02:05:05Z,2,206.74,0.0,0.0,49.62,Expedited,Bangalore,KA
AMZ-261-7080387-6574377,CUST_04242,PROD_902,2026-03-21T15:22:07Z,3,185.76,0.0,0.0,66.87,SecondDay,Houston,TX
AMZ-244-2918092-9648974,CUST_08747,PROD_884,2026-04-04T17:00:46Z,3,52.17,0.0,0.0,18.78,SecondDay,Delhi,DL
AMZ-832-3832237-9668869,CUST_06982,PROD_352,2025-05-11T01:38:41Z,3,133.54,0.0,0.0,48.07,Standard,New York,NY
AMZ-543-3691778-6917938,CUST_05049,PROD_252,2025-12-24T19:47:15Z,1,54.92,0.0,0.0,6.59,SecondDay,Delhi,DL
AMZ-465-7103585-3772146,CUST_07825,PROD_949,2026-05-17T13:50:15Z,3,29.12,0.0,0.0,10.48,Standard,Bangalore,KA
AMZ-817-4149498-7157013,CUST_04179,PROD_309,2025-06-03T05:05:59Z,1,102.15,5.99,0.0,12.26,SecondDay,Houston,TX
AMZ-872-8362030-5114592,CUST_08119,PROD_711,2025-04-02T04:42:14Z,1,172.56,5.99,0.0,20.71,Expedited,Seattle,WA
AMZ-712-6369770-5832402,CUST_08506,PROD_133,2025-07-12T14:47:14Z,1,137.62,5.99,0.0,16.51,Standard,Mumbai,MH
AMZ-973-5375219-9656716,CUST_01632,PROD_627,2025-03-14T17:45:59Z,3,19.78,5.99,0.0,7.12,Expedited,Mumbai,MH
AMZ-826-2550146-7641533,CUST_01034,PROD_382,2026-06-08T01:42:41Z,3,260.32,5.99,2.99,93.72,SecondDay,Houston,TX
AMZ-289-9496567-7957759,CUST_01359,PROD_809,2025-11-03T22:14:41Z,3,154.3,3.99,0.0,55.55,Expedited,Mumbai,MH
AMZ-399-9671141-2988871,CUST_06252,PROD_146,2025-05-01T11:15:25Z,3,267.78,0.0,0.0,96.4,Standard,Seattle,WA
AMZ-375-4167137-8854659,CUST_03339,PROD_123,2026-02-18T15:07:32Z,3,283.63,3.99,2.99,102.11,Standard,Seattle,WA
AMZ-953-5284184-7848520,CUST_08108,PROD_118,2025-09-24T23:57:05Z,2,281.89,3.99,0.0,67.65,Standard,Bangalore,KA
AMZ-276-5490834-4869174,CUST_08622,PROD_560,2025-08-15T18:46:42Z,2,19.3,0.0,2.99,4.63,Standard,Bangalore,KA
AMZ-908-5698188-3725480,CUST_02578,PROD_158,2025-07-09T02:32:29Z,3,119.43,3.99,2.99,42.99,SecondDay,Delhi,DL
AMZ-967-2659667-5363750,CUST_04918,PROD_748,2025-09-21T23:10:06Z,2,39.63,0.0,0.0,9.51,Expedited,Delhi,DL
AMZ-353-4064387-8130529,CUST_08893,PROD_501,2025-06-27T00:52:30Z,3,182.1,3.99,0.0,65.56,Standard,Houston,TX
AMZ-478-6002104-5367269,CUST_00721,PROD_278,2025-11-11T07:44:42Z,1,46.85,0.0,2.99,5.62,Standard,Mumbai,MH
AMZ-500-5285208-2125386,CUST_08882,PROD_710,2025-08-01T15:34:12Z,3,110.83,3.99,0.0,39.9,Standard,Bangalore,KA
AMZ-413-3495917-4166705,CUST_05296,PROD_059,2025-05-31T12:29:35Z,2,66.28,0.0,0.0,15.91,Expedited,Mumbai,MH
AMZ-185-2342232-1724003,CUST_09531,PROD_134,2026-06-10T14:17:40Z,3,140.17,0.0,0.0,50.46,Expedited,Houston,TX
AMZ-961-7322670-8189126,CUST_08425,PROD_639,2026-03-24T13:03:40Z,2,200.85,0.0,0.0,48.2,Expedited,Delhi,DL
AMZ-897-9009462-1670503,CUST_06554,PROD_262,2026-04-09T11:19:33Z,3,214.8,0.0,0.0,77.33,SecondDay,Houston,TX
AMZ-870-3960945-1166294,CUST_09259,PROD_263,2025-05-20T16:14:38Z,2,191.1,5.99,0.0,45.86,Expedited,New York,NY
AMZ-853-3602779-9148091,CUST_05754,PROD_763,2025-09-13T08:47:56Z,1,167.2,5.99,2.99,20.06,SecondDay,Seattle,WA
AMZ-785-6344386-6786778,CUST_07409,PROD_899,2025-03-09T18:49:32Z,3,15.22,0.0,0.0,5.48,Standard,New York,NY
AMZ-426-9941667-2581172,CUST_09564,PROD_327,2025-09-28T05:33:15Z,3,262.4,5.99,0.0,94.46,SecondDay,Bangalore,KA
AMZ-850-9828329-7330473,CUST_09183,PROD_064,2025-07-22T14:17:17Z,2,64.55,0.0,2.99,15.49,Expedited,Delhi,DL
AMZ-372-8393356-8466252,CUST_08638,PROD_522,2026-06-14T18:30:10Z,1,72.92,3.99,0.0,8.75,Expedited,Seattle,WA
AMZ-299-6423171-1022027,CUST_00888,PROD_748,2025-11-05T22:45:06Z,2,39.63,0.0,0.0,9.51,Standard,Delhi,DL
AMZ-504-4928450-3416561,CUST_00671,PROD_525,2025-03-29T08:37:20Z,2,12.28,5.99,0.0,2.95,Standard,Seattle,WA
AMZ-325-6405144-4749155,CUST_05663,PROD_364,2026-04-07T18:57:21Z,2,276.21,0.0,0.0,66.29,SecondDay,Mumbai,MH
AMZ-997-2990569-8759139,CUST_04375,PROD_344,2026-02-14T03:14:50Z,1,145.97,0.0,0.0,17.52,SecondDay,Bangalore,KA
AMZ-928-3170723-7621827,CUST_03532,PROD_813,2025-10-05T05:57:50Z,3,135.83,0.0,2.99,48.9,Expedited,Delhi,DL
AMZ-972-1539304-6520004,CUST_04894,PROD_847,2025-06-26T08:59:14Z,2,214.57,3.99,0.0,51.5,Expedited,Bangalore,KA
AMZ-237-5137892-9788795,CUST_00863,PROD_704,2026-04-02T19:36:21Z,1,176.51,5.99,0.0,21.18,SecondDay,New York,NY
AMZ-156-9773068-2509270,CUST_03616,PROD_269,2025-05-18T10:20:17Z,3,186.89,0.0,2.99,67.28,Expedited,Houston,TX
AMZ-343-6482862-1908499,CUST_04825,PROD_721,2025-11-11T05:37:02Z,2,220.49,0.0,0.0,52.92,Expedited,Mumbai,MH
AMZ-647-9101437-5891624,CUST_06069,PROD_805,2025-03-22T23:46:53Z,1,94.53,5.99,2.99,11.34,Standard,Delhi,DL
AMZ-541-7046962-9638316,CUST_04062,PROD_652,2025-08-06T05:24:04Z,1,37.33,0.0,0.0,4.48,Standard,Mumbai,MH
AMZ-843-3334593-1373195,CUST_04066,PROD_422,2025-08-20T05:15:16Z,3,176.53,5.99,0.0,63.55,Expedited,Mumbai,MH
AMZ-595-8168453-4017985,CUST_05857,PROD_442,2025-12-05T20:43:33Z,3,125.69,0.0,2.99,45.25,Standard,Mumbai,MH
AMZ-419-9561131-4115200,CUST_08464,PROD_256,2025-11-20T15:05:31Z,1,171.24,0.0,0.0,20.55,SecondDay,Houston,TX
AMZ-333-2923752-9508874,CUST_02603,PROD_227,2025-12-31T00:57:16Z,2,249.33,5.99,0.0,59.84,Standard,New York,NY
AMZ-166-5922571-3434845,CUST_08061,PROD_383,2026-06-03T14:00:32Z,2,55.15,3.99,0.0,13.24,Standard,Delhi,DL
AMZ-402-6012509-3759225,CUST_05727,PROD_936,2025-12-24T18:05:21Z,1,165.98,3.99,0.0,19.92,Standard,Mumbai,MH
AMZ-793-6678982-1081595,CUST_01623,PROD_405,2025-04-28T22:29:47Z,3,65.98,3.99,2.99,23.75,SecondDay,New York,NY
AMZ-194-7631794-4547758,CUST_02582,PROD_172,2026-06-07T00:08:57Z,3,194.83,5.99,0.0,70.14,Expedited,Houston,TX
AMZ-384-1303183-7441144,CUST_03502,PROD_931,2026-01-27T07:04:06Z,1,182.26,3.99,2.99,21.87,Expedited,Bangalore,KA
AMZ-884-3573728-2212044,CUST_04973,PROD_001,2025-10-24T07:46:03Z,2,149.79,5.99,0.0,35.95,Expedited,Seattle,WA
AMZ-648-8658245-9088390,CUST_09298,PROD_005,2026-04-15T21:24:49Z,2,113.19,5.99,0.0,27.17,Standard,Seattle,WA
AMZ-830-4043339-6839676,CUST_05686,PROD_404,2025-03-31T20:46:32Z,3,130.02,0.0,0.0,46.81,SecondDay,New York,NY
AMZ-181-4481604-9572227,CUST_02418,PROD_044,2025-05-10T17:18:45Z,1,135.59,5.99,2.99,16.27,Standard,Bangalore,KA
AMZ-362-9840022-7651959,CUST_05675,PROD_722,2025-06-14T05:54:11Z,3,217.95,0.0,0.0,78.46,SecondDay,Seattle,WA
AMZ-533-6557982-3957386,CUST_05060,PROD_814,2025-09-21T07:17:35Z,1,292.35,5.99,0.0,35.08,Standard,Seattle,WA
AMZ-574-5855716-2517736,CUST_05128,PROD_615,2026-03-30T03:56:06Z,1,215.75,0.0,0.0,25.89,SecondDay,Seattle,WA
AMZ-401-4872809-4867824,CUST_00527,PROD_848,2025-03-28T12:30:05Z,3,127.6,0.0,2.99,45.94,Expedited,Seattle,WA
AMZ-238-2345327-8336197,CUST_08952,PROD_642,2026-04-06T20:10:54Z,1,188.29,0.0,2.99,22.59,Standard,Bangalore,KA
AMZ-497-4661565-3459057,CUST_07178,PROD_767,2026-03-23T00:28:07Z,2,179.76,5.99,0.0,43.14,Standard,Mumbai,MH
AMZ-664-3804919-9777056,CUST_02941,PROD_079,2025-02-20T01:16:54Z,2,182.6,0.0,0.0,43.82,Standard,Mumbai,MH
AMZ-273-6904505-9283817,CUST_00293,PROD_620,2025-03-14T13:39:09Z,1,117.28,0.0,0.0,14.07,Standard,Mumbai,MH
AMZ-658-8468848-7977928,CUST_09019,PROD_571,2025-10-02T20:53:07Z,1,209.5,0.0,0.0,25.14,SecondDay,Seattle,WA
AMZ-790-8747788-5166458,CUST_08512,PROD_013,2026-01-19T08:40:06Z,1,129.63,3.99,0.0,15.56,SecondDay,Mumbai,MH
AMZ-974-6766484-2535334,CUST_05590,PROD_640,2025-03-24T06:24:15Z,2,173.6,5.99,0.0,41.66,SecondDay,Delhi,DL
AMZ-668-6909194-8873365,CUST_00485,PROD_825,2026-01-30T10:19:30Z,3,106.27,3.99,0.0,38.26,Standard,Bangalore,KA
AMZ-132-3857480-3942015,CUST_06702,PROD_483,2025-06-30T01:03:33Z,3,112.66,0.0,0.0,40.56,Standard,New York,NY
AMZ-398-3198546-2672488,CUST_06574,PROD_710,2026-01-31T22:07:58Z,1,110.83,0.0,0.0,13.3,Expedited,Mumbai,MH
AMZ-313-6404795-7833826,CUST_04571,PROD_277,2026-01-19T16:24:37Z,2,203.3,5.99,2.99,48.79,Standard,Mumbai,MH
AMZ-109-5175051-2375307,CUST_07911,PROD_161,2026-01-21T10:26:04Z,3,57.5,5.99,0.0,20.7,SecondDay,Bangalore,KA
